id_equipamento,idade_dias,num_manutencoes,intervalo_medio_manut,num_falhas_historico,taxa_falhas_ano,minutos_falha_historico,taxa_minutos_falha_ano,dias_desde_ultima_manut,limite_potencia,utilizacao_media,utilizacao_maxima,utilizacao_minima,utilizacao_desvio,qtd_sobrecargas,dias_com_dados_util,vai_falhar
F239CDD0-6ABC-4E85-8155-849BFED176DD,12741,11,93.2,18,0.5156581116081941,1255,35.95282944823797,115,741.0,223.51483636770539,455.4583,0.0,76.17277148915254,0,1054,0
140D7CE9-2398-4B37-BF23-E597E20E1234,6867,3,293.0,2,0.10630551914955584,495,26.31061598951507,460,487.0,119.58749312895549,519.6515,0.0,55.32423149608132,1,1054,0
5680A0F5-83E4-4AB1-94D3-427C75B6CA33,10500,7,154.33333333333334,1,0.034761904761904765,5,0.1738095238095238,112,407.0,45.929245304459336,189.9586,0.0,32.09101993611255,0,1054,0
111ADE95-8574-41F6-9BF9-2B67EF7A95C6,8416,7,170.16666666666666,2,0.08673954372623574,78,3.3828422053231937,14,188.0,44.1324611364157,231.03,0.01036914,10.930629723351695,5,1054,0
9ACC3111-44AF-4292-926E-4661533CEC10,12741,4,292.3333333333333,3,0.08594301860136568,155,4.440389294403893,156,266.0,149.47486919975984,236.9,-27.1,22.158248821173544,0,1054,0
AED1F5C4-0302-4541-886C-584F8D7BAFD4,2819,3,209.5,2,0.25895707697765163,1893,245.10287335934729,614,452.0,70.00133975040082,258.5451,-1.656494,40.691631637873876,0,1054,0
C8D59FD5-A8B0-4A8C-A957-F1CEEABA7EFC,12741,6,166.2,2,0.05729534573424378,958,27.444470606702772,198,324.0,169.74819628896793,304.0137,-370.0966,32.48118476376481,0,1054,0
63C274E2-FF8F-48BE-9430-D0099841D0CE,3507,3,215.0,1,0.10407755916737951,53,5.516110635871114,606,451.0,134.1763847575525,227.3683,0.04074871,19.06317432217895,0,1054,0
8023F211-A03E-4A6A-9DF7-3E088F3BD1BD,1202,5,169.25,1,0.3036605657237937,23,6.984193011647254,349,482.0,62.713421598173085,243.8531,0.0,34.73547764123889,0,1054,0
78600FF0-ABFF-4154-87B9-47180890E6B9,2942,3,24.5,2,0.24813052345343303,332,41.18966689326988,975,490.0,84.31446028768134,196.2717,0.0,28.06439830545283,0,1054,0
D05B54E3-8C01-490F-B9DB-B13A9F4BB8D7,12741,4,4.666666666666667,0,0.0,0,0.0,1006,200.0,43.093201497621514,357.1797,0.0,31.55602155200635,5,1054,0
8E4DB99F-E4AB-406B-9034-A5BF1E1665A1,9191,13,70.08333333333333,3,0.11913828745511913,653,25.93243390273093,175,259.0,45.445529450698366,106.5674,0.0,17.73391696627587,0,1054,0
E1B50D7E-9ECA-4DF4-890D-CFA2B6C970C1,831,9,28.75,4,1.7569193742478941,189,83.014440433213,786,722.0,173.87989662974132,412.7343,0.0,58.89149840082694,0,1054,0
4CE784EE-65E4-4168-BDFE-8B64BD300EAA,12741,5,187.25,6,0.17188603720273135,587,16.816183973000552,269,489.0,126.60776285009271,379.0,-307.125,38.83025731682727,0,1054,0
77BEE62F-612C-40BC-B8C7-5C4A547C2328,12741,5,156.75,1,0.02864767286712189,89,2.5496428851738484,388,266.0,114.95339686079426,206.6,0.0,22.214855250618164,0,1054,0
BAA8A8EF-F082-42DB-BCA0-CC851F318378,574,9,104.375,4,2.543554006968641,415,263.8937282229965,179,678.0,151.46698297795695,378.2227,0.0,57.41403845430971,0,1054,0
14D77E1B-0EE7-473C-9AA3-62DDBF2A4431,12741,6,128.4,2,0.05729534573424378,90,2.5782905580409703,371,455.0,104.67484998337368,343.6523,0.0,60.505837466454274,0,1054,0
4F8F1F3C-CC15-4CE4-83A8-0B21806528E4,12741,6,183.8,3,0.08594301860136568,21263,609.1354681736128,88,706.0,232.6066834870256,538.7278,0.0,102.34542786381098,0,1054,0
4592F955-D4C0-425B-8D9F-27B64019C189,6372,5,73.5,0,0.0,0,0.0,714,312.0,38.21152038372469,92.0,-347.9079,11.246291288284567,0,1054,1
4D6AA979-6948-44E5-8AE9-84055A94F4E6,9732,9,104.0,5,0.18752568845047266,381,14.289457459926016,201,151.0,18.94746789930374,239.0,0.0,13.313888869006897,1,1054,0
A47D7EBD-BF11-450F-9725-C86375E38DEA,393,4,251.66666666666666,2,1.8575063613231553,70,65.01272264631044,246,226.0,37.050279983769556,168.0,-112.1648,18.631508549938307,0,1054,0
E0991600-E200-4AC5-B956-72C797B539C3,12741,8,138.85714285714286,5,0.14323836433560946,11198,320.7966407660309,21,450.0,142.01309467100359,324.84,0.0,53.628956104385416,0,1054,1
4D40A75C-4A61-40B3-B59F-455C13BF30E9,3096,4,243.66666666666666,0,0.0,0,0.0,264,416.0,62.52213548291513,223.3955,-0.41,36.772449827684646,0,1054,0
E10035E9-3800-4DB9-874D-4EBDA6974EB4,2137,3,168.0,5,0.8540009358914366,437,74.63968179691156,660,451.8,57.10099997654503,235.05,0.0,22.319424656360017,0,1054,0
8F95A664-DE6F-49FB-859A-3C27EF11F534,7082,9,58.625,2,0.10307822648969217,104,5.360067777463993,518,489.0,118.8747715660401,372.0,0.0,44.967699791665815,0,1054,0
