id_equipamento,idade_dias,num_manutencoes,intervalo_medio_manut,num_falhas_historico,taxa_falhas_ano,minutos_falha_historico,taxa_minutos_falha_ano,dias_desde_ultima_manut,limite_potencia,utilizacao_media,utilizacao_maxima,utilizacao_minima,utilizacao_desvio,qtd_sobrecargas,dias_com_dados_util,vai_falhar
F239CDD0-6ABC-4E85-8155-849BFED176DD,12721,11,93.2,16,0.4590834053926578,1206,34.603411681471584,95,741.0,222.1224167341059,385.9529,0.0,75.85945418827939,0,1034,1
140D7CE9-2398-4B37-BF23-E597E20E1234,6847,3,293.0,2,0.10661603622024245,495,26.387468964510006,440,487.0,119.55130034687899,519.6515,0.0,55.63479276162585,1,1034,0
5680A0F5-83E4-4AB1-94D3-427C75B6CA33,10480,7,154.33333333333334,1,0.034828244274809156,5,0.1741412213740458,92,407.0,46.15639304346236,189.9586,0.0,32.21921651389335,0,1034,0
111ADE95-8574-41F6-9BF9-2B67EF7A95C6,8396,5,124.25,2,0.0869461648404002,78,3.3909004287756077,519,188.0,44.129987113798165,231.03,0.01036914,10.791951690863765,5,1034,0
9ACC3111-44AF-4292-926E-4661533CEC10,12721,4,292.3333333333333,3,0.08607813851112334,155,4.447370489741372,136,266.0,149.3573943922468,236.9,-27.1,22.123399719883686,0,1034,0
AED1F5C4-0302-4541-886C-584F8D7BAFD4,2799,3,209.5,2,0.26080743122543765,1893,246.85423365487674,594,452.0,70.24381853779416,258.5451,-1.656494,40.77551162192466,0,1034,0
C8D59FD5-A8B0-4A8C-A957-F1CEEABA7EFC,12721,6,166.2,2,0.057385425674082224,958,27.487618897885387,178,324.0,169.7361440524054,304.0137,-370.0966,32.25838533941784,0,1034,0
63C274E2-FF8F-48BE-9430-D0099841D0CE,3487,3,215.0,1,0.10467450530542012,53,5.547748781187266,586,451.0,134.05959555010165,227.3683,0.04074871,19.02241081217586,0,1034,0
8023F211-A03E-4A6A-9DF7-3E088F3BD1BD,1182,5,169.25,1,0.30879864636209814,23,7.102368866328257,329,482.0,62.6336845379475,243.8531,0.0,34.44462917655048,0,1034,0
78600FF0-ABFF-4154-87B9-47180890E6B9,2922,3,24.5,1,0.12491444216290212,315,39.34804928131417,955,490.0,84.23926699108192,196.2717,0.0,27.97358041841222,0,1034,1
D05B54E3-8C01-490F-B9DB-B13A9F4BB8D7,12721,4,4.666666666666667,0,0.0,0,0.0,986,200.0,43.927897337292436,357.1797,0.0,31.279446976018985,5,1034,0
8E4DB99F-E4AB-406B-9034-A5BF1E1665A1,9171,13,70.08333333333333,3,0.11939810271508015,653,25.98898702431578,155,259.0,45.209605528687774,106.5674,0.0,17.650289679127212,0,1034,0
E1B50D7E-9ECA-4DF4-890D-CFA2B6C970C1,811,9,28.75,4,1.8002466091245375,189,85.0616522811344,766,722.0,174.0548106059037,412.7343,0.0,59.16122085791028,0,1034,0
4CE784EE-65E4-4168-BDFE-8B64BD300EAA,12721,5,187.25,6,0.17215627702224667,587,16.842622435343134,249,489.0,126.56000048356616,379.0,-307.125,38.86494985901732,0,1034,0
77BEE62F-612C-40BC-B8C7-5C4A547C2328,12721,5,156.75,1,0.028692712837041112,89,2.553651442496659,368,266.0,114.90697775864739,206.6,0.0,22.14303570362139,0,1034,0
BAA8A8EF-F082-42DB-BCA0-CC851F318378,554,9,104.375,4,2.6353790613718413,415,273.42057761732855,159,678.0,152.17906884273677,378.2227,0.0,57.54661693882372,0,1034,0
14D77E1B-0EE7-473C-9AA3-62DDBF2A4431,12721,6,128.4,2,0.057385425674082224,90,2.5823441553337,351,455.0,104.84177919347354,343.6523,0.0,60.895215983098716,0,1034,0
