id_equipamento,idade_dias,num_manutencoes,intervalo_medio_manut,num_falhas_historico,taxa_falhas_ano,minutos_falha_historico,taxa_minutos_falha_ano,dias_desde_ultima_manut,limite_potencia,utilizacao_media,utilizacao_maxima,utilizacao_minima,utilizacao_desvio,qtd_sobrecargas,dias_com_dados_util,vai_falhar
F239CDD0-6ABC-4E85-8155-849BFED176DD,12706,11,93.2,15,0.4308987879741854,935,26.859357783724224,80,741.0,221.87185617697764,385.9529,0.0,76.25672150695382,0,1019,1
140D7CE9-2398-4B37-BF23-E597E20E1234,6832,3,293.0,2,0.10685011709601874,495,26.445403981264636,425,487.0,119.0454515235854,519.6515,0.0,55.60648620899116,1,1019,0
5680A0F5-83E4-4AB1-94D3-427C75B6CA33,10465,7,154.33333333333334,1,0.03487816531294792,5,0.17439082656473961,77,407.0,46.442771830008724,189.9586,0.0,32.30091344069542,0,1019,0
111ADE95-8574-41F6-9BF9-2B67EF7A95C6,8381,5,124.25,2,0.08710177783080778,78,3.3969693354015034,504,188.0,43.99030769571006,231.03,0.01036914,10.489131828105965,5,1019,0
9ACC3111-44AF-4292-926E-4661533CEC10,12706,4,292.3333333333333,3,0.08617975759483708,155,4.452620809066582,121,266.0,149.35770267595734,236.9,-27.1,22.152895724146486,0,1019,0
AED1F5C4-0302-4541-886C-584F8D7BAFD4,2784,3,209.5,2,0.26221264367816094,1893,248.18426724137933,579,452.0,70.47150439133401,258.5451,-1.656494,40.83556602848943,0,1019,0
C8D59FD5-A8B0-4A8C-A957-F1CEEABA7EFC,12706,6,166.2,2,0.05745317172989139,958,27.520069258617976,163,324.0,169.88213344120882,304.0137,-370.0966,32.067993839650654,0,1019,0
63C274E2-FF8F-48BE-9430-D0099841D0CE,3472,3,215.0,1,0.10512672811059907,53,5.571716589861751,571,451.0,134.01683951052001,227.3683,0.04074871,19.04788499720038,0,1019,0
8023F211-A03E-4A6A-9DF7-3E088F3BD1BD,1167,5,169.25,1,0.31276778063410454,23,7.1936589545844045,314,482.0,62.97549276769333,243.8531,0.0,34.38975037252871,0,1019,0
78600FF0-ABFF-4154-87B9-47180890E6B9,2907,3,24.5,1,0.1255589955280358,315,39.55108359133127,940,490.0,84.15851012893867,196.2717,0.0,27.865936073870188,0,1019,1
D05B54E3-8C01-490F-B9DB-B13A9F4BB8D7,12706,4,4.666666666666667,0,0.0,0,0.0,971,200.0,44.57545211046428,357.1797,0.0,31.047731189482274,5,1019,0
8E4DB99F-E4AB-406B-9034-A5BF1E1665A1,9156,13,70.08333333333333,3,0.11959370904325033,653,26.031564001747487,140,259.0,45.027230026507056,104.2932,0.0,17.566451652497722,0,1019,0
