id_equipamento,idade_dias,num_manutencoes,intervalo_medio_manut,num_falhas_historico,taxa_falhas_ano,minutos_falha_historico,taxa_minutos_falha_ano,dias_desde_ultima_falha,dias_desde_ultima_manut,limite_potencia,utilizacao_media,utilizacao_maxima,utilizacao_minima,utilizacao_desvio,taxa_sobrecargas_ano,p90_utilizacao,delta_utilizacao,utilizacao_tendencia_90d,dias_acima_80pct_limite,dias_com_dados_util,vai_falhar
F239CDD0-6ABC-4E85-8155-849BFED176DD,12716,11,93.2,15,0.43055992450456115,935,26.83823529411765,212,90,741.0,222.05758551125592,385.9529,0.0,75.94410404575643,0.0,278.41952,25.477000136892258,0.06060322682703549,0,1029,1
140D7CE9-2398-4B37-BF23-E597E20E1234,6842,3,293.0,2,0.10669394913767904,495,26.406752411575564,801,435,487.0,119.37816874591223,519.6515,0.0,55.68223791417222,0.05334697456883952,168.18604,-9.984235312424573,0.8494008903747154,0,1029,0
5680A0F5-83E4-4AB1-94D3-427C75B6CA33,10475,7,154.33333333333334,1,0.03484486873508353,5,0.17422434367541764,639,87,407.0,46.24001224573985,189.9586,0.0,32.25127602417571,0.0,91.574506,-16.34706575390343,-0.14257846371458813,0,1029,0
111ADE95-8574-41F6-9BF9-2B67EF7A95C6,8391,5,124.25,2,0.0869979740197831,78,3.392920986771541,801,514,188.0,44.07269534429507,231.03,0.01036914,10.680702928338194,0.21749493504945774,59.55218,3.3688943771555486,0.07882271373290652,0,1029,0
9ACC3111-44AF-4292-926E-4661533CEC10,12716,4,292.3333333333333,3,0.08611198490091224,155,4.449119219880465,367,131,266.0,149.39152986814628,236.9,-27.1,22.127338417266202,0.0,176.0,-7.213890979257371,0.16933751537671043,0,1029,0
AED1F5C4-0302-4541-886C-584F8D7BAFD4,2794,3,209.5,2,0.2612741589119542,1893,247.29599141016465,35,589,452.0,70.3381186977434,258.5451,-1.656494,40.78932486618873,0.0,126.94232,-5.108761525675504,-0.25118316521194134,0,1029,0
C8D59FD5-A8B0-4A8C-A957-F1CEEABA7EFC,12716,6,166.2,2,0.05740798993394149,958,27.498427178357975,781,173,324.0,169.76189965958628,304.0137,-370.0966,32.22962128916554,0.0,209.1797,-1.4018352876726965,-0.09299122264426023,0,1029,0
63C274E2-FF8F-48BE-9430-D0099841D0CE,3482,3,215.0,1,0.1048248133256749,53,5.55571510626077,86,581,451.0,134.06196250561248,227.3683,0.04074871,19.030226083230144,0.0,158.1702,-6.502980657078524,0.1907275364269353,0,1029,0
8023F211-A03E-4A6A-9DF7-3E088F3BD1BD,1177,5,169.25,1,0.31011045029736617,23,7.132540356839422,932,324,482.0,62.76521610813086,243.8531,0.0,34.37430171608099,0.0,106.83705999999998,-20.202267983748143,-0.013047327992409298,0,1029,0
78600FF0-ABFF-4154-87B9-47180890E6B9,2917,3,24.5,1,0.125128556736373,315,39.41549537195749,801,950,490.0,84.2027003704407,196.2717,0.0,27.9107632201286,0.0,117.8211,1.3047370488494323,0.03615980643018239,0,1029,1
D05B54E3-8C01-490F-B9DB-B13A9F4BB8D7,12716,4,4.666666666666667,0,0.0,0,0.0,-1,981,200.0,44.14164828231971,357.1797,0.0,31.20463613517677,0.14351997483485374,85.0,-44.14164828231971,0.0,0,1029,0
8E4DB99F-E4AB-406B-9034-A5BF1E1665A1,9166,13,70.08333333333333,3,0.11946323368972289,653,26.003163866463016,149,150,259.0,45.13534267163624,104.2932,0.0,17.58730290930524,0.0,62.8418,13.893471953981049,0.03856858470964836,0,1029,0
E1B50D7E-9ECA-4DF4-890D-CFA2B6C970C1,806,9,28.75,4,1.8114143920595533,189,85.58933002481389,617,761,722.0,174.16946993241737,412.7343,0.0,59.191786121315154,0.0,243.16258,-14.478608212509982,0.23265205035643804,0,1029,0
4CE784EE-65E4-4168-BDFE-8B64BD300EAA,12716,5,187.25,6,0.17222396980182447,587,16.849245045611827,125,244,489.0,126.50236060675692,379.0,-307.125,38.88283134970744,0.0,174.0,-2.465323569719885,0.4138475028923461,0,1029,0
77BEE62F-612C-40BC-B8C7-5C4A547C2328,12716,5,156.75,1,0.028703994966970747,89,2.5546555520603964,925,363,266.0,114.95137768556505,206.6,0.0,22.11398514936174,0.0,142.8,-4.143322130009494,0.03326685278921546,0,1029,0
BAA8A8EF-F082-42DB-BCA0-CC851F318378,549,9,104.375,4,2.6593806921675776,415,275.91074681238615,305,154,678.0,152.34722072502652,378.2227,0.0,57.595892472149636,0.0,227.0,-34.18533800897714,-0.14770536371671897,0,1029,0
14D77E1B-0EE7-473C-9AA3-62DDBF2A4431,12716,6,128.4,2,0.05740798993394149,90,2.583359547027367,345,346,455.0,104.8974440884116,343.6523,0.0,60.987430117133094,0.0,188.0859,1.6374560836563177,-0.42007466555725403,0,1029,0
4F8F1F3C-CC15-4CE4-83A8-0B21806528E4,12716,6,183.8,3,0.08611198490091224,21263,610.333044982699,427,63,706.0,238.26544352974656,538.7278,0.0,96.85684221794095,0.0,346.51496,-162.76031933221572,-3.5202314275998465,0,1029,0
4592F955-D4C0-425B-8D9F-27B64019C189,6347,5,73.5,0,0.0,0,0.0,-1,689,312.0,38.14481276230511,92.0,-347.9079,11.315601553523692,0.0,53.0,-1.6332386882310317,0.015009397593632725,0,1029,1
4D6AA979-6948-44E5-8AE9-84055A94F4E6,9707,9,104.0,5,0.18800865354898527,381,14.326259400432678,53,176,151.0,18.737954186364323,239.0,0.0,13.30690693706901,0.037601730709797054,36.0,9.481644579067776,0.002626524536608503,0,1029,0
A47D7EBD-BF11-450F-9725-C86375E38DEA,368,4,251.66666666666666,2,1.9836956521739129,70,69.42934782608695,160,221,226.0,37.365289465218595,168.0,-112.1648,18.681540619413447,0.0,58.0,-9.75834502077415,-0.11394147882915054,0,1029,0
E0991600-E200-4AC5-B956-72C797B539C3,12716,6,193.2,5,0.14351997483485374,11198,321.4273356401384,549,3,450.0,143.2584683071225,324.84,0.0,53.48628352452098,0.0,206.96399999999994,-35.58730009724596,-0.09138162233116863,0,1029,1
4D40A75C-4A61-40B3-B59F-455C13BF30E9,3071,4,243.66666666666666,0,0.0,0,0.0,-1,239,416.0,61.85168129244357,222.1747,-0.41,36.0144480322308,0.0,112.3081,21.799360114809517,0.5761165748561209,0,1029,0
E10035E9-3800-4DB9-874D-4EBDA6974EB4,2112,3,168.0,5,0.8641098484848485,437,75.52320075757575,386,635,451.8,56.89330489804484,235.05,0.0,22.07676683591334,0.0,87.574704,18.91372269223293,0.13218002085927433,0,1029,0
8F95A664-DE6F-49FB-859A-3C27EF11F534,7057,9,58.625,2,0.10344338954229843,104,5.379056256199518,713,493,489.0,119.17779979285922,372.0,0.0,45.01519290641276,0.0,179.0,-18.699404731130826,0.16092921851339959,0,1029,0
0D22829A-A658-4CBB-94CF-DD30D0CE3D8F,5353,5,236.5,0,0.0,0,0.0,-1,14,753.0,191.03276881328568,481.925,0.0,66.07021650675067,0.0,264.5401,13.037319117269874,0.17480328360020736,0,1029,0
A7294F99-D0EE-49B8-90CF-85455254D4D6,12716,2,7.0,0,0.0,0,0.0,-1,958,309.0,46.074429825907124,224.6338,0.0,19.76958659281298,0.0,76.79443,-1.3412324509071283,0.03617568926772272,0,1029,0
79A2FFC8-C67F-40FC-978D-B76D38EACB5D,845,7,88.0,9,3.8875739644970415,859,371.0473372781065,617,467,722.0,177.0277504269871,449.6615,0.0,63.07908099187119,0.0,248.41423999999998,-17.17654157667846,0.23044766539292874,0,1029,0
A1A0482E-6F36-444C-A35C-F70EF4EBBEBD,4834,5,177.0,0,0.0,0,0.0,-1,247,251.0,46.993180666263925,114.8287,0.008167955,15.489518996632986,0.0,66.98582999999999,-7.745367147143554,0.02841803706355886,0,1029,0
EA32ACF8-6379-4AD9-BD8D-14D4F18CAFA3,4244,3,349.5,2,0.17200754005655042,70,6.0202639019792645,87,256,151.0,44.33573066291809,374.6707,0.0,10.602381960603772,0.43001885014137603,58.0,-5.24267510736253,-0.05687476277368035,0,1029,0
035C52AA-9DBB-446B-988D-E23209B52E51,12716,5,161.5,1,0.028703994966970747,112,3.2148474363007233,801,307,269.0,93.31650920178149,181.32,-38.2,24.89204655968441,0.0,122.76,-4.244642481874067,0.08931400688177145,0,1029,0
ADEA2DFD-972E-4FDA-B7E4-6DCF28D53FAF,12716,4,230.66666666666666,14,0.4018559295375904,331,9.501022334067317,153,260,361.0,67.56225171828854,275.02,0.0,40.84562340190066,0.0,123.35399999999994,-3.361878261498404,-0.32598348904536273,0,1029,0
