id_equipamento,idade_dias,num_manutencoes,intervalo_medio_manut,num_falhas_historico,taxa_falhas_ano,minutos_falha_historico,taxa_minutos_falha_ano,dias_desde_ultima_manut,limite_potencia,utilizacao_media,utilizacao_maxima,utilizacao_minima,utilizacao_desvio,qtd_sobrecargas,dias_com_dados_util,vai_falhar
ACCS--2TR1TR3,248,5,32.5,10,14.717741935483872,289,425.3427419354839,66,50.0,30.11857291666667,49.624,0.0,6.977334583229007,0,4320,1
ACCS--2TR2TR3,248,5,32.25,9,13.245967741935484,349,513.6491935483871,66,50.0,29.966297685185182,49.367,0.0,6.931920028905726,0,4320,1
ACFJ--2TR1TR3,808,3,76.0,14,6.324257425742575,880,397.52475247524757,117,20.0,4.9881678240740746,14.933,0.0,5.696548906135485,0,4320,1
ACFJ--2TR2TR3,808,7,85.16666666666667,15,6.775990099009902,927,418.7561881188119,117,20.0,5.275248379629629,15.108,0.0,5.763556484976815,0,4320,1
ACRB--2ATR1TR3,12652,3,166.0,7,0.20194435662345875,1126,32.484192222573505,4,55.0,15.792671185300925,69.97994,0.228278,4.285269989879697,1,4320,1
ACRB--2TF1TR3,12652,4,68.33333333333333,2,0.0576983876067025,267,7.702734745494783,659,100.0,49.450216203703704,82.467,6.032,13.202305075543633,0,4320,1
ACRB--2TF2TR3,12652,5,137.75,4,0.115396775213405,383,11.049241226683527,314,100.0,48.32592497337963,83.2,5.2,13.330413691379013,0,4320,1
ACRB--2TF3TR3,4703,3,426.0,2,0.15522007229428025,338,26.232192217733363,13,100.0,48.457216097268514,77.39053,0.03257269,15.439903435837369,0,4320,1
ACRB--2TF5TR3,2676,3,222.0,2,0.2727952167414051,382,52.10388639760837,420,100.0,48.199107122685184,81.62148,5.858144,12.892194061753328,0,4320,1
ACTC--2TR2TR3,359,5,1.0,1,1.0167130919220055,7,7.116991643454039,260,150.0,54.28797468055556,82.40637,19.48893,13.634957477590993,0,4320,1
ALART-2TRT2TR3,3224,2,13.0,1,0.11321339950372208,53,6.000310173697271,942,100.0,80.30103418379629,134.4847,6.634157,28.488129905423538,1182,4320,0
ALMCO-2TR3TR3,8271,3,91.5,3,0.13239027928908234,1394,61.51734977632693,547,100.0,87.21023148148149,109.9,43.8,11.268601793410243,394,4320,0
ALMCO-2TR4TR3,6094,1,0.0,2,0.1197899573350837,158,9.463406629471612,113,100.0,83.81149482175925,105.51,41.61782,10.906721791021628,100,4320,0
ALMSI-5TR2TR3,12652,7,70.5,1,0.02884919380335125,5,0.14424596901675624,522,600.0,106.5428760324074,161.4341,35.53728,22.864082144264533,0,4320,0
