id_equipamento,idade_dias,num_manutencoes,intervalo_medio_manut,num_falhas_historico,taxa_falhas_ano,minutos_falha_historico,taxa_minutos_falha_ano,dias_desde_ultima_manut,limite_potencia,utilizacao_media,utilizacao_maxima,utilizacao_minima,utilizacao_desvio,qtd_sobrecargas,dias_com_dados_util,vai_falhar
F239CDD0-6ABC-4E85-8155-849BFED176DD,12766,11,93.2,18,0.5146482845057183,1255,35.882422058593136,140,741.0,225.64468105360035,455.4583,0.0,76.65727170838746,0,1079,0
140D7CE9-2398-4B37-BF23-E597E20E1234,6892,3,293.0,2,0.10591990713871156,495,26.21517701683111,485,487.0,118.95347557371345,519.6515,0.0,54.88369398861372,1,1079,0
5680A0F5-83E4-4AB1-94D3-427C75B6CA33,10525,7,154.33333333333334,1,0.034679334916864604,5,0.17339667458432304,137,407.0,45.96775188134712,189.9586,0.0,31.91465152243704,0,1079,0
111ADE95-8574-41F6-9BF9-2B67EF7A95C6,8441,7,170.16666666666666,2,0.08648264423646487,78,3.3728231252221303,39,188.0,44.17467794352613,231.03,0.01036914,10.926941123146127,5,1079,0
9ACC3111-44AF-4292-926E-4661533CEC10,12766,4,292.3333333333333,3,0.08577471408428637,155,4.431693561021463,181,266.0,149.73694213331444,236.9,-27.1,22.21872115011809,0,1079,0
AED1F5C4-0302-4541-886C-584F8D7BAFD4,2844,3,209.5,2,0.25668073136427566,1893,242.9483122362869,639,452.0,70.35914045840288,258.5451,-1.656494,40.96700665920722,0,1079,0
C8D59FD5-A8B0-4A8C-A957-F1CEEABA7EFC,12766,6,166.2,2,0.057183142722857586,958,27.390725364248784,223,324.0,169.82683145565744,304.0137,-370.0966,32.92859449124163,0,1079,0
63C274E2-FF8F-48BE-9430-D0099841D0CE,3532,3,215.0,1,0.10334088335220837,53,5.477066817667044,631,451.0,134.45049011502422,227.3683,0.04074871,19.14024715095073,0,1079,0
8023F211-A03E-4A6A-9DF7-3E088F3BD1BD,1227,5,169.25,1,0.2974735126324369,23,6.8418907905460475,374,482.0,63.21402398306534,243.8531,0.0,34.91445486075295,0,1079,0
78600FF0-ABFF-4154-87B9-47180890E6B9,2967,3,24.5,2,0.24603977081226827,332,40.84260195483653,1000,490.0,84.65613272727447,196.2717,0.0,28.20883233124521,0,1079,0
D05B54E3-8C01-490F-B9DB-B13A9F4BB8D7,12766,4,4.666666666666667,0,0.0,0,0.0,1031,200.0,42.09340434106479,357.1797,0.0,31.855368849645945,5,1079,0
8E4DB99F-E4AB-406B-9034-A5BF1E1665A1,9216,13,70.08333333333333,3,0.11881510416666667,653,25.86208767361111,200,259.0,45.50076022966223,106.5674,0.0,17.589991161498155,0,1079,0
E1B50D7E-9ECA-4DF4-890D-CFA2B6C970C1,856,9,28.75,4,1.7056074766355138,189,80.58995327102804,811,722.0,173.43114726062888,412.7343,0.0,58.61200042258626,0,1079,0
4CE784EE-65E4-4168-BDFE-8B64BD300EAA,12766,5,187.25,6,0.17154942816857274,587,16.7832523891587,294,489.0,126.92543383515826,379.0,-307.125,38.94355783433145,0,1079,0
77BEE62F-612C-40BC-B8C7-5C4A547C2328,12766,5,156.75,1,0.028591571361428793,89,2.5446498511671627,413,266.0,115.22602745429121,206.6,0.0,22.36125362111302,0,1079,0
BAA8A8EF-F082-42DB-BCA0-CC851F318378,599,9,104.375,4,2.4373956594323873,415,252.8797996661102,204,678.0,150.97058787641703,378.2227,0.0,57.1142165149542,0,1079,0
14D77E1B-0EE7-473C-9AA3-62DDBF2A4431,12766,6,128.4,2,0.057183142722857586,90,2.573241422528591,396,455.0,104.27364753762075,343.6523,0.0,60.099982054205576,0,1079,0
4F8F1F3C-CC15-4CE4-83A8-0B21806528E4,12766,6,183.8,3,0.08577471408428637,21263,607.9425818580604,113,706.0,233.82172650158222,538.7278,0.0,102.44640390450036,0,1079,0
4592F955-D4C0-425B-8D9F-27B64019C189,6397,5,73.5,1,0.0570579959355948,162,9.243395341566359,739,312.0,38.42319894049637,92.0,-347.9079,11.304899223334786,0,1079,0
4D6AA979-6948-44E5-8AE9-84055A94F4E6,9757,9,104.0,5,0.18704519831915548,381,14.252844111919648,226,151.0,19.153240489883608,239.0,0.0,13.302738698145573,1,1079,0
A47D7EBD-BF11-450F-9725-C86375E38DEA,418,4,251.66666666666666,2,1.7464114832535886,70,61.1244019138756,271,226.0,36.84580346529868,168.0,-112.1648,18.536595612507547,0,1079,0
