id_equipamento,idade_dias,num_manutencoes,intervalo_medio_manut,num_falhas_historico,taxa_falhas_ano,minutos_falha_historico,taxa_minutos_falha_ano,dias_desde_ultima_falha,dias_desde_ultima_manut,limite_potencia,utilizacao_media,utilizacao_maxima,utilizacao_minima,utilizacao_desvio,taxa_sobrecargas_ano,p90_utilizacao,delta_utilizacao,utilizacao_tendencia_90d,dias_acima_80pct_limite,dias_com_dados_util,vai_falhar
F239CDD0-6ABC-4E85-8155-849BFED176DD,12761,11,93.2,18,0.5148499333908001,1255,35.896481466969675,23,135,741.0,225.27319777233618,455.4583,0.0,76.61608460506292,0.0,283.32784,49.692811594947784,1.0321490825225437,0,1074,0
140D7CE9-2398-4B37-BF23-E597E20E1234,6887,3,293.0,2,0.10599680557572239,495,26.234209379991288,846,480,487.0,119.1039026816733,519.6515,0.0,54.960209120029376,0.05299840278786119,168.39504000000002,2.5686983853019996,-0.45002628145440854,0,1074,0
5680A0F5-83E4-4AB1-94D3-427C75B6CA33,10520,7,154.33333333333334,1,0.034695817490494295,5,0.17347908745247148,684,132,407.0,45.96911104559485,189.9586,0.0,31.952308374551322,0.0,90.39726799999997,-12.84634781105781,0.3020210340349208,0,1074,0
111ADE95-8574-41F6-9BF9-2B67EF7A95C6,8436,7,170.16666666666666,2,0.086533902323376,78,3.374822190611664,846,34,188.0,44.171806595551345,231.03,0.01036914,10.926669145323583,0.21633475580844003,59.815523999999996,3.7463008391562127,-0.04547371127198449,0,1074,0
9ACC3111-44AF-4292-926E-4661533CEC10,12761,4,292.3333333333333,3,0.08580832223180003,155,4.433429981976334,412,176,266.0,149.69305522282724,236.9,-27.1,22.222241123199396,0.0,176.6,2.324583666061642,0.20977595542188077,0,1074,0
AED1F5C4-0302-4541-886C-584F8D7BAFD4,2839,3,209.5,2,0.2571327932370553,1893,243.37618879887285,80,634,452.0,70.24583098997714,258.5451,-1.656494,40.90012338027671,0.0,127.11003999999998,-6.784627109575901,0.317345210568359,0,1074,0
C8D59FD5-A8B0-4A8C-A957-F1CEEABA7EFC,12761,6,166.2,2,0.057205548154533346,958,27.401457566021474,826,218,324.0,169.84457859440457,304.0137,-370.0966,32.843353873339176,0.0,210.4102,-0.5563766885403538,0.04954253284225767,0,1074,0
63C274E2-FF8F-48BE-9430-D0099841D0CE,3527,3,215.0,1,0.10348738304508082,53,5.484831301389283,131,626,451.0,134.36983537056702,227.3683,0.04074871,19.12182605933143,0.0,158.65488,2.723960373260155,0.1804807720796472,0,1074,0
8023F211-A03E-4A6A-9DF7-3E088F3BD1BD,1222,5,169.25,1,0.2986906710310966,23,6.869885433715221,977,369,482.0,63.09865094725245,243.8531,0.0,34.84898594086975,0.0,107.98944,-6.12634251187437,0.5486434556120868,0,1074,0
78600FF0-ABFF-4154-87B9-47180890E6B9,2962,3,24.5,2,0.2464550979068197,332,40.91154625253207,39,995,490.0,84.57653047765899,196.2717,0.0,28.16386479924042,0.0,118.6201,4.8276971777422375,0.16126557243924744,0,1074,0
D05B54E3-8C01-490F-B9DB-B13A9F4BB8D7,12761,4,4.666666666666667,0,0.0,0,0.0,-1,1026,200.0,42.289635094174706,357.1797,0.0,31.799317556056053,0.14301387038633337,84.0,-42.289635094174706,0.0,0,1074,0
8E4DB99F-E4AB-406B-9034-A5BF1E1665A1,9211,13,70.08333333333333,3,0.11887960047768972,653,25.876126370643796,194,195,259.0,45.499638373979415,106.5674,0.0,17.624754710800747,0.0,63.30322,12.127543755418728,-0.21904479524587792,0,1074,0
E1B50D7E-9ECA-4DF4-890D-CFA2B6C970C1,851,9,28.75,4,1.7156286721504113,189,81.06345475910693,662,806,722.0,173.5264756762514,412.7343,0.0,58.68967402344351,0.0,242.05723999999995,-10.925116249553895,-0.19391006803840674,0,1074,0
