DD28E303-2043-4765-9DBC-00AB4836A5FF;2006-05-05;BPRAUX;230
8EF84F38-2FDA-4126-939B-EB8D49676A85;2009-05-11;BPRAUX;230
7A839D99-FC0A-4EE0-846C-9F9063724C66;2021-06-13;BPRAUX;230
9E00283D-2CBB-4BEF-9B06-1E66D4686550;1990-12-31;"DUPLA ";230
A71477A6-16AD-4759-8D98-7AB56DC5AB7D;1990-12-31;BPRAUX;230
0AC983BF-C77D-463D-A8D8-993E4D5E7C21;2015-11-30;DJMEIO;230
4F727414-F7E6-4B01-869D-C6717BCED803;2013-12-11;"DUPLA ";230
AB491B85-112D-44AC-A2B8-8AC3F712907A;2015-09-05;DJMEIO;500
8F95A664-DE6F-49FB-859A-3C27EF11F534;2006-06-29;BPRAUX;230
6036494F-799D-432A-951B-0FD9BCAE3383;2006-10-17;OUTROS;440
104A009D-8BA7-4B68-BC2F-F007BF0D7B6D;2005-07-17;DJMEIO;500
BF3AEF5D-C6F4-4B6E-AB23-E20259719D21;2020-05-24;DJMEIO;500
430868C8-CCC6-4943-AA95-91E0B2DDBA06;1990-12-31;DJMEIO;440
ED424732-3580-4C2C-9F42-057AED83126A;2024-11-18;"DUPLA ";345
7E47271A-9402-41EB-AB36-67F25E9ADADF;2022-03-27;BPRAUX;230
870EFCB6-0506-4C36-900B-58B90AE08897;2018-05-08;"DUPLA ";230
1D2EA738-97F5-413A-BA15-7C99BC5120C3;1990-12-31;"DUPLA ";230
035C52AA-9DBB-446B-988D-E23209B52E51;1990-12-31;BPRAUX;230
9F341F7C-2641-4A78-ABBA-50A9DBFE3D8D;1990-12-31;BPRAUX;230
03305618-8601-4B76-8E80-AD1AE27609A4;2018-10-26;"DUPLA ";345
A80E1052-90E2-4B3A-804C-17865D1BA07E;2024-07-02;"DUPLA ";230
9D94996F-3AF4-449E-9E14-D8A0FF6B4B2B;2013-01-07;DJMEIO;345
30D3BFE8-F44A-4B29-9DC6-326B60A5615F;1990-12-31;"DUPLA ";230
8E9F1020-6887-47D2-897C-C8C8FB015B90;1990-12-31;BPRAUX;230
20EE3B08-3F70-4CDC-B7CD-B4B6D7EFC497;2014-11-22;BPRAUX;230
6B7014BA-D2B2-491C-9562-F28552F195D7;2000-09-05;DJMEIO;500
1ED97052-3D8C-4DFA-8C03-0BD915897D56;2023-06-18;OUTROS;230
C6047CE0-9451-4ECC-AAF2-DFCA6190BDC9;1990-12-31;BPRAUX;230
42D1D8CB-80FB-4477-992F-5B36682F7037;2017-02-03;DJMEIO;500
BB3CE716-58DB-4B32-970C-02A89E44791D;2000-12-31;BPRAUX;230
D59DDC65-B0C8-40A6-9851-50D0726C9E1F;1998-06-09;BPRAUX;230
8279B13B-B969-4823-9B7F-4062A583A5B6;2002-09-29;BPRAUX;230
2F0B4580-9C56-40B9-A79E-011AA226D402;2018-03-04;"DUPLA ";230
CB45A75F-1CA7-4754-A19E-79ACBFD86E7C;2016-06-04;"DUPLA ";138
1FBF8807-07B1-4E64-B30B-C2D1E1877D3D;1990-12-31;TRIPLA;345
FE9D18AC-FF6F-406E-88E0-9D258741BB1D;2012-12-09;DJMEIO;500
B9DA195A-C798-40F8-BC58-AB1D1ABDA256;1990-12-31;BPRAUX;230
A0146C0A-219D-4E78-9BC2-9B62DC02D44F;1990-12-31;"DUPLA ";230
B67A6759-A83E-488C-8696-4C5E87CD94E1;2020-04-25;DJMEIO;500
0D73717F-9B64-45D8-9390-42A477B75B22;2017-10-09;"DUPLA ";440
D3FB5DCE-F33B-4FD3-91AF-CEA0446341CF;1990-12-31;BPRAUX;230
8ED1FE13-8DE2-430D-80C1-1C4495111195;1990-12-31;BPRAUX;230
0CA68153-851D-4968-A9DC-0C42009EFDE9;1990-12-31;DJMEIO;500
EC3B46F5-6D6B-45FC-A05A-70A2224997C2;2014-07-15;BPRAUX;230
BF7DF309-F8B5-42A8-80DF-F33F7B3F23CC;1990-12-31;"DUPLA ";345
19C2D2FC-18E5-4CC8-AB00-42F530EF12CC;2021-12-21;DJMEIO;500
5BFA5E09-A362-42B7-BA96-472D41DC178D;1990-12-31;"DUPLA ";230
5F0C3A57-9E28-444B-AD0F-C50B861004C1;2012-03-29;DJMEIO;440
8EF70AD9-6B4D-4180-A78E-52B4A563C1CB;2022-01-29;DJMEIO;500
86C3E933-98B8-4ADA-827E-279C1C5EF633;2019-09-07;"ANEL  ";230
9D5E0888-AED0-4421-A5AB-7A8439AAAEA3;2011-12-27;"DUPLA ";230
8C4FBEC2-F1A5-4336-883A-E15C18D81F97;2022-02-06;DJMEIO;500
2913AA43-DAB3-4727-97D2-C38B86F71128;2022-12-14;DJMEIO;500
AFF3BDD3-24C5-4873-9A1F-5E095330A78F;2015-06-22;DJMEIO;440
2023419F-4043-4170-AEA7-05DBFA33862A;1990-12-31;BPRAUX;230
71265105-B927-491F-9FBC-F2FA23EE7DA2;1990-12-31;DJMEIO;500
E46E07CE-14C5-488C-A7DA-B4961E2EE29C;1990-12-31;DJMEIO;500
AE54E534-A74D-46DC-8F22-8C0F7C94B5F6;2016-09-21;"DUPLA ";230
62F835CA-317D-46C9-90DA-C87C8CD69E20;1998-02-08;"DUPLA ";230
DDB78145-F203-4785-B820-79E009E09EB1;1990-12-31;BPRAUX;230
80F8F1CB-814E-4E45-8D98-C829821FC6EF;1990-12-31;"ANEL  ";345
BCB45581-9CC0-4607-8BB1-477B6E92CF1E;2010-04-21;BPRAUX;230
ABEF99A0-CDEA-4A8F-B398-A42175A5A6E4;2011-07-17;DJMEIO;500
30A963E2-56DC-4C6F-85FE-19F9FD54A91D;2016-01-29;"DUPLA ";230
68EEE1C6-80EB-449A-855A-A3EB182BEC07;2019-05-09;DJMEIO;230
AC52B34B-D800-4D88-A136-D15385665CA3;1990-12-31;"DUPLA ";230
8851D927-6303-4FAE-992B-A1231C700070;2011-09-07;BPRAUX;230
415E2AC6-9736-4B8F-AEBF-1E2F89FC80E3;2020-03-14;DJMEIO;500
76635ABF-250D-4129-9630-39E925152686;2018-05-27;"DUPLA ";230
7A3ED9C6-E64E-4BA4-9BDC-8A012AB76DF8;2013-12-11;"DUPLA ";230
EE138E80-2ED9-43EB-B510-7187B7935211;2014-07-27;BPRAUX;230
D382CDA4-884A-4B9B-A22D-ABB67EFB11E4;1990-12-31;TRIPLA;345
3AF39594-F1F2-41DD-8019-F6DC70309A84;2019-12-23;DJMEIO;500
7F009C31-F8C1-482C-8931-B8E8A5A7A4D9;2007-07-03;"DUPLA ";230
AAE94654-1BF0-4685-9517-9455367E1819;2017-08-01;DJMEIO;500
560FFDCD-48C9-499F-9FFD-8CC02E008B48;1990-12-31;"DUPLA ";345
D575E2B8-849E-44B4-ADE1-B032BB48C657;2003-10-19;"DUPLA ";345
BAA8A8EF-F082-42DB-BCA0-CC851F318378;2024-04-23;BPRAUX;230
6BA3AF5F-A1DB-4453-B0FF-436B72B71550;1990-12-31;BPRAUX;230
5739BAFF-F3B3-4D68-8255-E61A5CD65DBD;2008-12-14;"DUPLA ";230
9E1F64C4-AEE8-4475-B918-BD14FB11C39A;1990-12-31;BPRAUX;230
5EEB6A31-85AD-48E8-B1AC-6C5B174D7321;1990-12-31;DJMEIO;500
D8AE955C-E591-4791-9CBF-FE419A630610;1990-12-31;"DUPLA ";230
48A0384D-7E79-4BFA-B8D2-6081AD2F90F9;2002-06-25;DJMEIO;500
7C0FE479-4111-4BB5-8D55-607B41C9B0F3;2010-07-20;DJMEIO;345
789538B1-103F-4BBB-9681-2AAC7E5B54E7;2013-08-05;DJMEIO;500
AE11A6F6-9BAC-4F37-AF8B-E21BA0D249A7;2007-03-09;DJMEIO;500
50000832-22FC-46AE-B154-E74A23D7E98F;1990-12-31;BPRAUX;230
5CD63272-9719-4D60-84D8-2041F64F5A46;2018-03-06;BPRAUX;230
DF88F395-7D5B-4E72-AB84-030D8C44E9C9;2005-02-02;DJMEIO;500
80904C47-EAC6-45D1-96FB-37B55200D33C;2016-11-13;BPRAUX;230
3A89B0FC-9977-4FF6-A6B2-91AE0D168FD1;1990-12-31;BPRAUX;230
D698C919-8F96-4908-9794-7E94FBC4C880;1990-12-31;DJMEIO;500
BD647A47-459B-4481-92BC-9F34D9044F0F;2014-12-14;DJMEIO;500
CE80BE38-EA62-41E0-9A23-B701BB719304;2018-02-08;BPRAUX;230
2624BF05-3ED5-44F7-93E5-8DFF1CBBDBE9;2023-10-22;OUTROS;138
B9EA2DFA-D4D1-4A7B-AE67-B016338A08AA;1990-12-31;TRIPLA;345
125918EE-4CCE-4177-A086-BEEED0C2412B;1990-12-31;"DUPLA ";230
19F215C0-9EEA-489E-94E9-E5C8410E8D75;2023-07-03;DJMEIO;500
66E47D33-8F50-4FA8-96C8-4ECBD8B47802;2008-10-16;TRIPLA;230
3AA9BAE5-5478-4EAC-9B47-8ADF1CB0A257;2019-03-17;BPRAUX;230
CCA3F62C-3ECA-4F0D-9E13-740291ED19C3;2003-11-09;BPRAUX;230
