4129116B-40CE-4E4F-AD47-C6FC5815983B;226
EF701F11-B8AF-4832-8DBD-ABB7EABEAC74;126
DF39C2B8-B194-4461-93CF-F8717023C467;479
0CA68153-851D-4968-A9DC-0C42009EFDE9;693
101E536C-C816-4B20-9C6A-6C97C7CBD9F1;208
B5436533-5880-4038-9A64-C2BA7CAEA666;314
39792953-EFB1-4EE9-86F6-C318FBFA1550;602
FDD9C72D-F18E-4907-8818-5B7D2032B7C5;400
83636987-57D4-4726-A764-982C4DF82A4A;602
EB3F0C5A-EF42-4536-8273-A67A4ABA5E44;542
F6E0DA25-85FB-4E53-BC0D-EE9B432BC47F;887
98B781DF-4CCB-40B5-87E9-FA0B8D3C4B20;301
9FC14863-3CC6-4419-8EAC-8A14391D1053;251
E4EFA749-DE05-4CE0-B294-FACEAF47AD4B;361
938B7EB9-30F7-4CC5-916A-3522AEB20D24;693
9E31BE67-A0C8-4797-AAE7-CEAD8350BE84;753
39792953-EFB1-4EE9-86F6-C318FBFA1550;602
31301640-2226-41DC-B1A9-EBC5A4DE58B5;188
C8D59FD5-A8B0-4A8C-A957-F1CEEABA7EFC;324
221573AA-43DA-4D40-ABBF-84545988447F;403
7F1776E8-6AE9-49D6-9A08-03CFAE0C5F35;489
B3ED7F8B-BF7D-4EA9-8CF8-764506F8FA14;800
B9A7AC63-0F8C-4A5C-A032-1EFCCDC25ADA;301
DEA79AE6-198D-4E74-BD03-0DD4BD589EC7;800
312981FC-E0DB-4FC9-A22D-3FBF3758377C;235.999
40BD559B-B854-4802-AAB1-3084DCB120F9;100
857F915F-1C2B-47F1-A172-492B94761B5B;603
089F8EF0-AC2D-4868-B833-05A867DBEF61;706
9D6EEFAA-F031-4CFD-AD6C-BF47868D8F23;301
0169A51B-10B3-4672-BA04-98689DC352F2;624
B5BA0E46-F802-497F-8FB4-5A3B2AD78CAB;301
40BD559B-B854-4802-AAB1-3084DCB120F9;100
4CE784EE-65E4-4168-BDFE-8B64BD300EAA;489
52717067-F22C-49F8-971A-C341FB9C58D2;301
52717067-F22C-49F8-971A-C341FB9C58D2;301
69C1837D-05FB-4DCE-9762-49EE62C325F2;555
9E7D8206-B9AA-4402-B6B1-BD01C6880C60;649
4EC99980-7AE9-4198-A8EE-8F5D45187CE4;741
62350768-56A6-45AA-84FE-ACDA16D3E757;452
70C65F87-2E0A-4FD2-A063-F87E064F9BE1;452
52717067-F22C-49F8-971A-C341FB9C58D2;301
8FA4B4A4-0EB6-4083-8003-B209A1BDDEA2;150
D06E1410-9C36-4BC3-85D0-4F18DDA1A6C2;831
FD4C51BB-D7BE-4399-A257-91CC3787DE7E;485
CA28800D-A383-4B2B-9631-772BCCC7F6DB;496
7A0D8C02-A584-4215-9DBC-2D8329900CC6;789
E25A9E4D-8B06-4CC8-BA96-6BCCD553FF0E;661
47ED5567-2313-4A87-B35C-774542F6E400;627
0E07EAFD-5109-44B6-8A6B-C76AF6595D2E;301
AD3296B7-7646-4DAD-9915-2E176E681BC1;226
9F341F7C-2641-4A78-ABBA-50A9DBFE3D8D;241
9F341F7C-2641-4A78-ABBA-50A9DBFE3D8D;241
65086A22-90E5-418C-8FE5-AFD21B477971;555
A1FC7D15-7B15-4289-9817-CB7434B9ED25;452
758E6981-F6AE-4472-A222-EF7502F0AF06;281
9D4BD847-8AA1-4705-A90E-3D053ECC8A01;497
1D9ED9B6-C222-46DE-B61F-13738452DF11;623
753CCF25-D9A0-46CF-99E4-DE76429A20A6;301
A98F3C84-3F34-48AE-9052-56A5E5934AC2;887
C3066597-CB16-4B8F-BBAB-4EF7BDCFF6FC;489
713C5599-A6BC-4392-A658-4006DB5B9B50;295
68AA5796-52C8-484F-9DCB-DB5E8835BEF9;452
08EB17B0-6627-4B7C-9618-BF11DE6D95C7;301
CA42DCD8-C723-4A4E-A419-075957FF3D66;717
4841D8B3-A9B2-4003-A5B5-DA09D70BE96C;377
2A5A656E-58E0-41C8-A030-B15FE0F53430;302
31301640-2226-41DC-B1A9-EBC5A4DE58B5;188
560FFDCD-48C9-499F-9FFD-8CC02E008B48;800
781BF431-2FF4-4439-AEEA-8D061FE10A3F;1023
DA0A2BEA-7166-4832-A6D4-0D9A8B23CD53;226
6F6D633F-3DF8-4747-B5D0-7FA33C5B1654;1188
27FF59CA-C2BB-451E-9481-9E3A649EF76D;415
4129116B-40CE-4E4F-AD47-C6FC5815983B;226
6834BFCB-B69B-4C1D-91F8-7927ED064E29;100
FC159190-9B7E-4A2F-9810-EEC819F428E7;301
1D49708A-644C-4562-9BDC-F363556740C4;60
2FDF257B-B499-4681-AC67-D61934D29759;452
C13CA763-0AA5-493F-BB21-60C6094CEAC1;326
58B83194-807D-4677-9C88-F8300C24D2CF;301
51F67213-28DB-4C56-8826-D9B8552B56A5;301
EA9B4423-F67A-4115-A93E-97EE9843D486;264
D8AE955C-E591-4791-9CBF-FE419A630610;452
D0F53A9B-B47B-4FCD-BEE4-D44CEA55CEDA;753
C20FA49F-6282-409C-B929-B381EFEFBFF9;141
3287E045-CC5A-44F5-89DA-DCD69DA1E5F1;251
09B31A71-CAC2-4E04-B4CF-2E157DE15EF8;452
1C7EBA1D-ADC4-41C3-83DD-A089F8D8D9BB;250
3A171E90-2058-4BBA-BA24-0F764AB7ADBD;450
C2127EBF-00FE-4E9F-B978-E53A692AA9AD;529
1D49708A-644C-4562-9BDC-F363556740C4;60
A5194BF0-97F6-4E87-8875-7A1A3CF7F22E;452
2947A2FD-92C9-4582-8F94-09CAA38BD4C3;297
1A17FB4A-5F58-4C7D-BF39-6C6911CEFE88;800
4B5682E6-FE5B-4FB3-B395-BD970311A60B;452
59210FF9-D5FE-4EEF-B238-D10ACCA19706;301
174492BE-3335-447B-B0B4-1436DF5F9F12;188
76D18AE2-B110-46B9-BE7B-1E7B80244F9F;452
A834C603-B611-4CB0-8CB0-33298C75F137;452
40022EE1-B7D0-4DB3-B86C-62880F6F7616;489
AD4CF9BC-FF28-484E-9298-0888B25E0C4F;193
2FC0AB13-853C-4DE0-9B92-83F046AB2B4A;792
1CA24DE5-6DBA-4B99-A85E-2EA01B6014B3;693
D6471B2A-9253-4B30-95B0-32699A51325F;1370
7814E77A-3787-4332-A9BD-C92B5DC2C0B1;490
7814E77A-3787-4332-A9BD-C92B5DC2C0B1;490
BFF392BC-577A-430C-96D3-5D0E2112E162;452
B9A7AC63-0F8C-4A5C-A032-1EFCCDC25ADA;301
41E5118C-A42B-4BDE-AB32-9C3566EDAA39;432
B86D9233-90F3-44E4-A9E8-78D2E0B1DC5A;490
3253AA9C-A677-4F6D-8C47-F84B5CF9A766;472
B86D9233-90F3-44E4-A9E8-78D2E0B1DC5A;490
EF701F11-B8AF-4832-8DBD-ABB7EABEAC74;126
B67A6759-A83E-488C-8696-4C5E87CD94E1;1039
7838F992-B6AE-49F6-9D65-1643965275CA;324
7ACED623-4DAA-4992-A633-5FA69828C5D0;473
410F273B-56EE-477A-8190-71177633F867;295
AC0839C9-0CE9-4AAC-9784-E5A103ADB818;259
248B4DB8-9DFB-404F-A2A9-CCD9F6648EE7;811
8F662221-D026-4BB2-8615-77455C45AD9F;452
373DDDA5-15BC-4199-A764-F67130D6A47E;452
1D49708A-644C-4562-9BDC-F363556740C4;60
D26CB470-C959-4C4A-82B4-09BA54EE72E6;266
45BD2F42-F612-46C5-91AE-7340948897A0;84
A7D4AA4D-5547-40F0-9CEE-A67E752A87A0;313
0EC04EA5-F77E-4D6D-8583-EE00C9E5B9D0;748
EA9B4423-F67A-4115-A93E-97EE9843D486;264
CB739177-12CB-41DD-8CF4-5B37A7E1C906;1524
6BCF5FA9-D936-49A4-956D-17D01F084F47;511
65E5D0F8-52B5-4A98-A61C-E26A92BA8A86;276
